,Player No,Player Name,Position,Point,Errors,Touches,Total,Efficiency %,Country,type,num_set,this_turn_score,num_race,win_or_lose
12,31,Fersino Eleonora ,L,0,0,0,0,,ITA,BLOCK,1,27,11884,1
13,32,Omoruyi Oghosasere Loveth ,OH,0,0,0,0,,ITA,BLOCK,1,27,11884,1
0,15,Nwakalor Sylvia Chinelo ,O,1,1,0,2,0.00,ITA,BLOCK,2,23,11884,0
1,24,Mazzaro Alessia ,MB,1,4,0,5,-60.00,ITA,BLOCK,2,23,11884,0
2,2,Bosio Francesca (C),S,0,0,3,3,0.00,ITA,BLOCK,2,23,11884,0
3,4,Bonifacio Sara ,MB,0,0,0,0,,ITA,BLOCK,2,23,11884,0
4,12,Guerra Anastasia ,OH,0,0,0,0,,ITA,BLOCK,2,23,11884,0
5,19,Mingardi Camilla ,OH,0,0,0,0,,ITA,BLOCK,2,23,11884,0
6,21,Lubian Marina ,MB,0,0,0,0,,ITA,BLOCK,2,23,11884,0
7,23,De Bortoli Chiara ,L,0,0,0,0,,ITA,BLOCK,2,23,11884,0
8,26,Battistoni Ilaria ,S,0,0,0,0,,ITA,BLOCK,2,23,11884,0
9,27,Furlan Eleonora ,MB,0,0,0,0,,ITA,BLOCK,2,23,11884,0
10,28,Melli Giulia ,OH,0,1,0,1,-100.00,ITA,BLOCK,2,23,11884,0
11,29,D'Odorico Sofia ,OH,0,0,0,0,,ITA,BLOCK,2,23,11884,0
12,31,Fersino Eleonora ,L,0,0,0,0,,ITA,BLOCK,2,23,11884,0
13,32,Omoruyi Oghosasere Loveth ,OH,0,0,0,0,,ITA,BLOCK,2,23,11884,0
0,24,Mazzaro Alessia ,MB,2,0,1,3,66.67,ITA,BLOCK,3,25,11884,1
1,2,Bosio Francesca (C),S,0,2,1,3,-66.67,ITA,BLOCK,3,25,11884,1
2,4,Bonifacio Sara ,MB,0,1,3,4,-25.00,ITA,BLOCK,3,25,11884,1
3,12,Guerra Anastasia ,OH,0,0,0,0,,ITA,BLOCK,3,25,11884,1
4,15,Nwakalor Sylvia Chinelo ,O,0,1,0,1,-100.00,ITA,BLOCK,3,25,11884,1
5,19,Mingardi Camilla ,OH,0,1,1,2,-50.00,ITA,BLOCK,3,25,11884,1
6,21,Lubian Marina ,MB,0,0,0,0,,ITA,BLOCK,3,25,11884,1
7,23,De Bortoli Chiara ,L,0,0,0,0,,ITA,BLOCK,3,25,11884,1
8,26,Battistoni Ilaria ,S,0,0,0,0,,ITA,BLOCK,3,25,11884,1
9,27,Furlan Eleonora ,MB,0,0,0,0,,ITA,BLOCK,3,25,11884,1
10,28,Melli Giulia ,OH,0,0,0,0,,ITA,BLOCK,3,25,11884,1
11,29,D'Odorico Sofia ,OH,0,1,0,1,-100.00,ITA,BLOCK,3,25,11884,1
12,31,Fersino Eleonora ,L,0,0,0,0,,ITA,BLOCK,3,25,11884,1
13,32,Omoruyi Oghosasere Loveth ,OH,0,0,0,0,,ITA,BLOCK,3,25,11884,1
0,2,Bosio Francesca (C),S,0,1,5,6,-16.67,ITA,BLOCK,4,25,11884,1
1,4,Bonifacio Sara ,MB,0,1,2,3,-33.33,ITA,BLOCK,4,25,11884,1
2,12,Guerra Anastasia ,OH,0,0,0,0,,ITA,BLOCK,4,25,11884,1
3,15,Nwakalor Sylvia Chinelo ,O,0,0,0,0,,ITA,BLOCK,4,25,11884,1
4,19,Mingardi Camilla ,OH,0,2,0,2,-100.00,ITA,BLOCK,4,25,11884,1
5,21,Lubian Marina ,MB,0,0,0,0,,ITA,BLOCK,4,25,11884,1
6,23,De Bortoli Chiara ,L,0,0,0,0,,ITA,BLOCK,4,25,11884,1
7,24,Mazzaro Alessia ,MB,0,1,3,4,-25.00,ITA,BLOCK,4,25,11884,1
8,26,Battistoni Ilaria ,S,0,0,0,0,,ITA,BLOCK,4,25,11884,1
9,27,Furlan Eleonora ,MB,0,0,0,0,,ITA,BLOCK,4,25,11884,1
10,28,Melli Giulia ,OH,0,0,0,0,,ITA,BLOCK,4,25,11884,1
11,29,D'Odorico Sofia ,OH,0,2,0,2,-100.00,ITA,BLOCK,4,25,11884,1
12,31,Fersino Eleonora ,L,0,0,0,0,,ITA,BLOCK,4,25,11884,1
13,32,Omoruyi Oghosasere Loveth ,OH,0,0,0,0,,ITA,BLOCK,4,25,11884,1
0,1,Lee Soyoung ,OH,2,2,1,5,0.00,KOR,BLOCK,0,0,11884,
1,2,Lee Dahyeon ,MB,1,1,3,5,0.00,KOR,BLOCK,0,0,11884,
2,14,Yang Hyo Jin ,MB,1,6,0,7,-71.43,KOR,BLOCK,0,0,11884,
3,3,Yeum Hye Seon ,S,0,1,1,2,-50.00,KOR,BLOCK,0,0,11884,
4,5,Han Dahye ,L,0,0,0,0,,KOR,BLOCK,0,0,11884,
5,6,Kim Dain ,S,0,4,1,5,-80.00,KOR,BLOCK,0,0,11884,
6,8,Park Eunjin ,MB,0,2,2,4,-50.00,KOR,BLOCK,0,0,11884,
7,9,Oh Jiyoung ,L,0,0,0,0,,KOR,BLOCK,0,0,11884,
8,10,Kim Yeon Koung (C),OH,0,2,3,5,-40.00,KOR,BLOCK,0,0,11884,
9,12,Han Songyi ,MB,0,0,4,4,0.00,KOR,BLOCK,0,0,11884,
10,13,Park Jeongah ,OH,0,0,4,4,0.00,KOR,BLOCK,0,0,11884,
11,15,Yuk Seoyoung ,O,0,0,0,0,,KOR,BLOCK,0,0,11884,
12,16,Jeong Jiyun ,OH,0,1,2,3,-33.33,KOR,BLOCK,0,0,11884,
13,19,Pyo Seungju ,OH,0,0,0,0,,KOR,BLOCK,0,0,11884,
0,1,Lee Soyoung ,OH,0,1,0,1,-100.00,KOR,BLOCK,1,25,11884,0
1,2,Lee Dahyeon ,MB,0,1,2,3,-33.33,KOR,BLOCK,1,25,11884,0
2,3,Yeum Hye Seon ,S,0,0,1,1,0.00,KOR,BLOCK,1,25,11884,0
3,5,Han Dahye ,L,0,0,0,0,,KOR,BLOCK,1,25,11884,0
4,6,Kim Dain ,S,0,0,0,0,,KOR,BLOCK,1,25,11884,0
5,8,Park Eunjin ,MB,0,0,1,1,0.00,KOR,BLOCK,1,25,11884,0
6,9,Oh Jiyoung ,L,0,0,0,0,,KOR,BLOCK,1,25,11884,0
7,10,Kim Yeon Koung (C),OH,0,0,1,1,0.00,KOR,BLOCK,1,25,11884,0
8,12,Han Songyi ,MB,0,0,0,0,,KOR,BLOCK,1,25,11884,0
9,13,Park Jeongah ,OH,0,0,1,1,0.00,KOR,BLOCK,1,25,11884,0
10,14,Yang Hyo Jin ,MB,0,3,0,3,-100.00,KOR,BLOCK,1,25,11884,0
11,15,Yuk Seoyoung ,O,0,0,0,0,,KOR,BLOCK,1,25,11884,0
12,16,Jeong Jiyun ,OH,0,0,0,0,,KOR,BLOCK,1,25,11884,0
13,19,Pyo Seungju ,OH,0,0,0,0,,KOR,BLOCK,1,25,11884,0
0,1,Lee Soyoung ,OH,1,0,1,2,50.00,KOR,BLOCK,2,25,11884,1
1,2,Lee Dahyeon ,MB,1,0,1,2,50.00,KOR,BLOCK,2,25,11884,1
2,14,Yang Hyo Jin ,MB,1,0,0,1,100.00,KOR,BLOCK,2,25,11884,1
3,3,Yeum Hye Seon ,S,0,1,0,1,-100.00,KOR,BLOCK,2,25,11884,1
4,5,Han Dahye ,L,0,0,0,0,,KOR,BLOCK,2,25,11884,1
5,6,Kim Dain ,S,0,2,0,2,-100.00,KOR,BLOCK,2,25,11884,1
6,8,Park Eunjin ,MB,0,0,0,0,,KOR,BLOCK,2,25,11884,1
7,9,Oh Jiyoung ,L,0,0,0,0,,KOR,BLOCK,2,25,11884,1
8,10,Kim Yeon Koung (C),OH,0,1,0,1,-100.00,KOR,BLOCK,2,25,11884,1
9,12,Han Songyi ,MB,0,0,0,0,,KOR,BLOCK,2,25,11884,1
10,13,Park Jeongah ,OH,0,0,1,1,0.00,KOR,BLOCK,2,25,11884,1
11,15,Yuk Seoyoung ,O,0,0,0,0,,KOR,BLOCK,2,25,11884,1
12,16,Jeong Jiyun ,OH,0,0,0,0,,KOR,BLOCK,2,25,11884,1
13,19,Pyo Seungju ,OH,0,0,0,0,,KOR,BLOCK,2,25,11884,1
0,1,Lee Soyoung ,OH,1,0,0,1,100.00,KOR,BLOCK,3,22,11884,0
1,2,Lee Dahyeon ,MB,0,0,0,0,,KOR,BLOCK,3,22,11884,0
2,3,Yeum Hye Seon ,S,0,0,0,0,,KOR,BLOCK,3,22,11884,0
3,5,Han Dahye ,L,0,0,0,0,,KOR,BLOCK,3,22,11884,0
4,6,Kim Dain ,S,0,0,0,0,,KOR,BLOCK,3,22,11884,0
5,8,Park Eunjin ,MB,0,1,1,2,-50.00,KOR,BLOCK,3,22,11884,0
6,9,Oh Jiyoung ,L,0,0,0,0,,KOR,BLOCK,3,22,11884,0
7,10,Kim Yeon Koung (C),OH,0,1,2,3,-33.33,KOR,BLOCK,3,22,11884,0
8,12,Han Songyi ,MB,0,0,0,0,,KOR,BLOCK,3,22,11884,0
9,13,Park Jeongah ,OH,0,0,0,0,,KOR,BLOCK,3,22,11884,0
10,14,Yang Hyo Jin ,MB,0,3,0,3,-100.00,KOR,BLOCK,3,22,11884,0
11,15,Yuk Seoyoung ,O,0,0,0,0,,KOR,BLOCK,3,22,11884,0
12,16,Jeong Jiyun ,OH,0,0,0,0,,KOR,BLOCK,3,22,11884,0
13,19,Pyo Seungju ,OH,0,0,0,0,,KOR,BLOCK,3,22,11884,0
0,1,Lee Soyoung ,OH,0,1,0,1,-100.00,KOR,BLOCK,4,20,11884,0
1,2,Lee Dahyeon ,MB,0,0,0,0,,KOR,BLOCK,4,20,11884,0
2,3,Yeum Hye Seon ,S,0,0,0,0,,KOR,BLOCK,4,20,11884,0
3,5,Han Dahye ,L,0,0,0,0,,KOR,BLOCK,4,20,11884,0
4,6,Kim Dain ,S,0,2,1,3,-66.67,KOR,BLOCK,4,20,11884,0
5,8,Park Eunjin ,MB,0,1,0,1,-100.00,KOR,BLOCK,4,20,11884,0
6,9,Oh Jiyoung ,L,0,0,0,0,,KOR,BLOCK,4,20,11884,0
7,10,Kim Yeon Koung (C),OH,0,0,0,0,,KOR,BLOCK,4,20,11884,0
8,12,Han Songyi ,MB,0,0,4,4,0.00,KOR,BLOCK,4,20,11884,0
9,13,Park Jeongah ,OH,0,0,2,2,0.00,KOR,BLOCK,4,20,11884,0
10,14,Yang Hyo Jin ,MB,0,0,0,0,,KOR,BLOCK,4,20,11884,0
11,15,Yuk Seoyoung ,O,0,0,0,0,,KOR,BLOCK,4,20,11884,0
12,16,Jeong Jiyun ,OH,0,1,2,3,-33.33,KOR,BLOCK,4,20,11884,0
13,19,Pyo Seungju ,OH,0,0,0,0,,KOR,BLOCK,4,20,11884,0
0,21,Weitzel Camilla ,MB,3,2,1,6,16.67,GER,BLOCK,0,0,11885,
1,9,Alsmeier Lina ,OH,1,3,1,5,-40.00,GER,BLOCK,0,0,11885,
2,1,Bock Linda ,L,0,0,0,0,,GER,BLOCK,0,0,11885,
3,2,Kästner Pia ,S,0,0,0,0,,GER,BLOCK,0,0,11885,
4,4,Imoudu Denise ,S,0,1,1,2,-50.00,GER,BLOCK,0,0,11885,
5,5,Poll Jana Franziska ,OH,0,0,0,0,,GER,BLOCK,0,0,11885,
6,7,Vanjak Ivana ,OH,0,2,0,2,-100.00,GER,BLOCK,0,0,11885,
7,8,Drewniok Kimberly ,O,0,0,1,1,0.00,GER,BLOCK,0,0,11885,
8,10,Stigrot Lena (C),OH,0,1,1,2,-50.00,GER,BLOCK,0,0,11885,
9,12,Orthmann Hanna ,OH,0,3,0,3,-100.00,GER,BLOCK,0,0,11885,
10,14,Schölzel Marie ,MB,0,2,1,3,-66.67,GER,BLOCK,0,0,11885,
11,16,Ambrosius Lea ,MB,0,2,0,2,-100.00,GER,BLOCK,0,0,11885,
12,17,Pogany Anna ,L,0,0,0,0,,GER,BLOCK,0,0,11885,
13,24,Cekulaev Anastasia ,MB,0,0,0,0,,GER,BLOCK,0,0,11885,
0,21,Weitzel Camilla ,MB,1,1,1,3,0.00,GER,BLOCK,1,23,11885,0
1,1,Bock Linda ,L,0,0,0,0,,GER,BLOCK,1,23,11885,0
2,2,Kästner Pia ,S,0,0,0,0,,GER,BLOCK,1,23,11885,0
3,4,Imoudu Denise ,S,0,0,1,1,0.00,GER,BLOCK,1,23,11885,0
4,5,Poll Jana Franziska ,OH,0,0,0,0,,GER,BLOCK,1,23,11885,0
5,7,Vanjak Ivana ,OH,0,0,0,0,,GER,BLOCK,1,23,11885,0
6,8,Drewniok Kimberly ,O,0,0,1,1,0.00,GER,BLOCK,1,23,11885,0
7,9,Alsmeier Lina ,OH,0,1,1,2,-50.00,GER,BLOCK,1,23,11885,0
8,10,Stigrot Lena (C),OH,0,0,0,0,,GER,BLOCK,1,23,11885,0
9,12,Orthmann Hanna ,OH,0,3,0,3,-100.00,GER,BLOCK,1,23,11885,0
10,14,Schölzel Marie ,MB,0,1,1,2,-50.00,GER,BLOCK,1,23,11885,0
11,16,Ambrosius Lea ,MB,0,0,0,0,,GER,BLOCK,1,23,11885,0
12,17,Pogany Anna ,L,0,0,0,0,,GER,BLOCK,1,23,11885,0
13,24,Cekulaev Anastasia ,MB,0,0,0,0,,GER,BLOCK,1,23,11885,0
0,9,Alsmeier Lina ,OH,1,1,0,2,0.00,GER,BLOCK,2,13,11885,0
1,1,Bock Linda ,L,0,0,0,0,,GER,BLOCK,2,13,11885,0
2,2,Kästner Pia ,S,0,0,0,0,,GER,BLOCK,2,13,11885,0
3,4,Imoudu Denise ,S,0,1,0,1,-100.00,GER,BLOCK,2,13,11885,0
4,5,Poll Jana Franziska ,OH,0,0,0,0,,GER,BLOCK,2,13,11885,0
5,7,Vanjak Ivana ,OH,0,1,0,1,-100.00,GER,BLOCK,2,13,11885,0
6,8,Drewniok Kimberly ,O,0,0,0,0,,GER,BLOCK,2,13,11885,0
7,10,Stigrot Lena (C),OH,0,1,1,2,-50.00,GER,BLOCK,2,13,11885,0
8,12,Orthmann Hanna ,OH,0,0,0,0,,GER,BLOCK,2,13,11885,0
9,14,Schölzel Marie ,MB,0,1,0,1,-100.00,GER,BLOCK,2,13,11885,0
10,16,Ambrosius Lea ,MB,0,1,0,1,-100.00,GER,BLOCK,2,13,11885,0
11,17,Pogany Anna ,L,0,0,0,0,,GER,BLOCK,2,13,11885,0
12,21,Weitzel Camilla ,MB,0,1,0,1,-100.00,GER,BLOCK,2,13,11885,0
13,24,Cekulaev Anastasia ,MB,0,0,0,0,,GER,BLOCK,2,13,11885,0
0,21,Weitzel Camilla ,MB,2,0,0,2,100.00,GER,BLOCK,3,13,11885,0
1,1,Bock Linda ,L,0,0,0,0,,GER,BLOCK,3,13,11885,0
2,2,Kästner Pia ,S,0,0,0,0,,GER,BLOCK,3,13,11885,0
3,4,Imoudu Denise ,S,0,0,0,0,,GER,BLOCK,3,13,11885,0
4,5,Poll Jana Franziska ,OH,0,0,0,0,,GER,BLOCK,3,13,11885,0
5,7,Vanjak Ivana ,OH,0,1,0,1,-100.00,GER,BLOCK,3,13,11885,0
6,8,Drewniok Kimberly ,O,0,0,0,0,,GER,BLOCK,3,13,11885,0
7,9,Alsmeier Lina ,OH,0,1,0,1,-100.00,GER,BLOCK,3,13,11885,0
8,10,Stigrot Lena (C),OH,0,0,0,0,,GER,BLOCK,3,13,11885,0
9,12,Orthmann Hanna ,OH,0,0,0,0,,GER,BLOCK,3,13,11885,0
10,14,Schölzel Marie ,MB,0,0,0,0,,GER,BLOCK,3,13,11885,0
11,16,Ambrosius Lea ,MB,0,1,0,1,-100.00,GER,BLOCK,3,13,11885,0
12,17,Pogany Anna ,L,0,0,0,0,,GER,BLOCK,3,13,11885,0
13,24,Cekulaev Anastasia ,MB,0,0,0,0,,GER,BLOCK,3,13,11885,0
0,23,Robinson Kelsey ,OH,2,0,1,3,66.67,USA,BLOCK,0,0,11885,
1,16,Akinradewo Foluke ,MB,1,2,0,3,-33.33,USA,BLOCK,0,0,11885,
2,24,Ogbogu Chiaka ,MB,1,3,4,8,-25.00,USA,BLOCK,0,0,11885,
3,1,Hancock Micha ,S,0,0,2,2,0.00,USA,BLOCK,0,0,11885,
4,3,Plummer Kathryn ,OH,0,0,0,0,,USA,BLOCK,0,0,11885,
5,4,Wong-Orantes Justine ,L,0,0,0,0,,USA,BLOCK,0,0,11885,
6,6,Dixon Tetori ,MB,0,0,0,0,,USA,BLOCK,0,0,11885,
7,7,Carlini Lauren ,S,0,0,0,0,,USA,BLOCK,0,0,11885,
8,8,Tapp Hannah ,MB,0,0,0,0,,USA,BLOCK,0,0,11885,
9,10,Larson Jordan (C),OH,0,2,1,3,-66.67,USA,BLOCK,0,0,11885,
10,11,Drews Andrea ,O,0,2,0,2,-100.00,USA,BLOCK,0,0,11885,
11,12,Thompson Jordan ,O,0,0,0,0,,USA,BLOCK,0,0,11885,
12,13,Wilhite Sarah ,OH,0,0,0,0,,USA,BLOCK,0,0,11885,
13,15,Hill Kimberly ,OH,0,0,0,0,,USA,BLOCK,0,0,11885,
0,1,Hancock Micha ,S,0,0,0,0,,USA,BLOCK,1,25,11885,1
1,3,Plummer Kathryn ,OH,0,0,0,0,,USA,BLOCK,1,25,11885,1
2,4,Wong-Orantes Justine ,L,0,0,0,0,,USA,BLOCK,1,25,11885,1
3,6,Dixon Tetori ,MB,0,0,0,0,,USA,BLOCK,1,25,11885,1
4,7,Carlini Lauren ,S,0,0,0,0,,USA,BLOCK,1,25,11885,1
5,8,Tapp Hannah ,MB,0,0,0,0,,USA,BLOCK,1,25,11885,1
6,10,Larson Jordan (C),OH,0,0,1,1,0.00,USA,BLOCK,1,25,11885,1
7,11,Drews Andrea ,O,0,2,0,2,-100.00,USA,BLOCK,1,25,11885,1
8,12,Thompson Jordan ,O,0,0,0,0,,USA,BLOCK,1,25,11885,1
9,13,Wilhite Sarah ,OH,0,0,0,0,,USA,BLOCK,1,25,11885,1
10,15,Hill Kimberly ,OH,0,0,0,0,,USA,BLOCK,1,25,11885,1
11,16,Akinradewo Foluke ,MB,0,1,0,1,-100.00,USA,BLOCK,1,25,11885,1
12,23,Robinson Kelsey ,OH,0,0,0,0,,USA,BLOCK,1,25,11885,1
13,24,Ogbogu Chiaka ,MB,0,0,1,1,0.00,USA,BLOCK,1,25,11885,1
0,16,Akinradewo Foluke ,MB,1,0,0,1,100.00,USA,BLOCK,2,25,11885,1
1,23,Robinson Kelsey ,OH,1,0,0,1,100.00,USA,BLOCK,2,25,11885,1
2,24,Ogbogu Chiaka ,MB,1,1,2,4,0.00,USA,BLOCK,2,25,11885,1
3,1,Hancock Micha ,S,0,0,1,1,0.00,USA,BLOCK,2,25,11885,1
4,3,Plummer Kathryn ,OH,0,0,0,0,,USA,BLOCK,2,25,11885,1
5,4,Wong-Orantes Justine ,L,0,0,0,0,,USA,BLOCK,2,25,11885,1
6,6,Dixon Tetori ,MB,0,0,0,0,,USA,BLOCK,2,25,11885,1
7,7,Carlini Lauren ,S,0,0,0,0,,USA,BLOCK,2,25,11885,1
8,8,Tapp Hannah ,MB,0,0,0,0,,USA,BLOCK,2,25,11885,1
9,10,Larson Jordan (C),OH,0,1,0,1,-100.00,USA,BLOCK,2,25,11885,1
10,11,Drews Andrea ,O,0,0,0,0,,USA,BLOCK,2,25,11885,1
11,12,Thompson Jordan ,O,0,0,0,0,,USA,BLOCK,2,25,11885,1
12,13,Wilhite Sarah ,OH,0,0,0,0,,USA,BLOCK,2,25,11885,1
13,15,Hill Kimberly ,OH,0,0,0,0,,USA,BLOCK,2,25,11885,1
0,23,Robinson Kelsey ,OH,1,0,1,2,50.00,USA,BLOCK,3,25,11885,1
1,1,Hancock Micha ,S,0,0,1,1,0.00,USA,BLOCK,3,25,11885,1
2,3,Plummer Kathryn ,OH,0,0,0,0,,USA,BLOCK,3,25,11885,1
3,4,Wong-Orantes Justine ,L,0,0,0,0,,USA,BLOCK,3,25,11885,1
4,6,Dixon Tetori ,MB,0,0,0,0,,USA,BLOCK,3,25,11885,1
5,7,Carlini Lauren ,S,0,0,0,0,,USA,BLOCK,3,25,11885,1
6,8,Tapp Hannah ,MB,0,0,0,0,,USA,BLOCK,3,25,11885,1
7,10,Larson Jordan (C),OH,0,1,0,1,-100.00,USA,BLOCK,3,25,11885,1
8,11,Drews Andrea ,O,0,0,0,0,,USA,BLOCK,3,25,11885,1
9,12,Thompson Jordan ,O,0,0,0,0,,USA,BLOCK,3,25,11885,1
10,13,Wilhite Sarah ,OH,0,0,0,0,,USA,BLOCK,3,25,11885,1
11,15,Hill Kimberly ,OH,0,0,0,0,,USA,BLOCK,3,25,11885,1
12,16,Akinradewo Foluke ,MB,0,1,0,1,-100.00,USA,BLOCK,3,25,11885,1
13,24,Ogbogu Chiaka ,MB,0,2,1,3,-66.67,USA,BLOCK,3,25,11885,1
0,14,Erdem Dündar Eda (C),MB,2,2,0,4,0.00,TUR,BLOCK,0,0,11887,
1,3,Özbay Cansu ,S,1,0,0,1,100.00,TUR,BLOCK,0,0,11887,
2,4,Ivegin Tugba ,OH,1,1,0,2,0.00,TUR,BLOCK,0,0,11887,
3,6,Akman Kubra ,MB,1,2,2,5,-20.00,TUR,BLOCK,0,0,11887,
4,11,Aydemir Akyol Naz ,S,1,1,0,2,0.00,TUR,BLOCK,0,0,11887,
5,13,Boz Meryem ,O,1,2,0,3,-33.33,TUR,BLOCK,0,0,11887,
6,19,Kalac Asli ,MB,1,0,0,1,100.00,TUR,BLOCK,0,0,11887,
7,99,Karakurt Ebrar ,O,1,5,0,6,-66.67,TUR,BLOCK,0,0,11887,
8,2,Akoz Simge Sebnem ,L,0,0,0,0,,TUR,BLOCK,0,0,11887,
9,5,Ercan Seyma ,OH,0,0,0,0,,TUR,BLOCK,0,0,11887,
10,7,Baladin Hande ,OH,0,2,1,3,-66.67,TUR,BLOCK,0,0,11887,
11,9,Diken Meliha ,O,0,2,2,4,-50.00,TUR,BLOCK,0,0,11887,
12,10,Aykac Altıntaş Ayca ,L,0,0,0,0,,TUR,BLOCK,0,0,11887,
13,18,Gunes Zehra ,MB,0,0,0,0,,TUR,BLOCK,0,0,11887,
0,11,Aydemir Akyol Naz ,S,1,0,0,1,100.00,TUR,BLOCK,1,22,11887,0
1,13,Boz Meryem ,O,1,1,0,2,0.00,TUR,BLOCK,1,22,11887,0
2,14,Erdem Dündar Eda (C),MB,1,0,0,1,100.00,TUR,BLOCK,1,22,11887,0
3,2,Akoz Simge Sebnem ,L,0,0,0,0,,TUR,BLOCK,1,22,11887,0
4,3,Özbay Cansu ,S,0,0,0,0,,TUR,BLOCK,1,22,11887,0
5,4,Ivegin Tugba ,OH,0,0,0,0,,TUR,BLOCK,1,22,11887,0
6,5,Ercan Seyma ,OH,0,0,0,0,,TUR,BLOCK,1,22,11887,0
7,6,Akman Kubra ,MB,0,0,0,0,,TUR,BLOCK,1,22,11887,0
8,7,Baladin Hande ,OH,0,1,0,1,-100.00,TUR,BLOCK,1,22,11887,0
9,9,Diken Meliha ,O,0,1,1,2,-50.00,TUR,BLOCK,1,22,11887,0
10,10,Aykac Altıntaş Ayca ,L,0,0,0,0,,TUR,BLOCK,1,22,11887,0
11,18,Gunes Zehra ,MB,0,0,0,0,,TUR,BLOCK,1,22,11887,0
12,19,Kalac Asli ,MB,0,0,0,0,,TUR,BLOCK,1,22,11887,0
13,99,Karakurt Ebrar ,O,0,1,0,1,-100.00,TUR,BLOCK,1,22,11887,0
0,3,Özbay Cansu ,S,1,0,0,1,100.00,TUR,BLOCK,2,21,11887,0
1,4,Ivegin Tugba ,OH,1,0,0,1,100.00,TUR,BLOCK,2,21,11887,0
2,6,Akman Kubra ,MB,1,0,1,2,50.00,TUR,BLOCK,2,21,11887,0
3,14,Erdem Dündar Eda (C),MB,1,0,0,1,100.00,TUR,BLOCK,2,21,11887,0
4,19,Kalac Asli ,MB,1,0,0,1,100.00,TUR,BLOCK,2,21,11887,0
5,2,Akoz Simge Sebnem ,L,0,0,0,0,,TUR,BLOCK,2,21,11887,0
6,5,Ercan Seyma ,OH,0,0,0,0,,TUR,BLOCK,2,21,11887,0
7,7,Baladin Hande ,OH,0,0,0,0,,TUR,BLOCK,2,21,11887,0
8,9,Diken Meliha ,O,0,0,0,0,,TUR,BLOCK,2,21,11887,0
9,10,Aykac Altıntaş Ayca ,L,0,0,0,0,,TUR,BLOCK,2,21,11887,0
10,11,Aydemir Akyol Naz ,S,0,0,0,0,,TUR,BLOCK,2,21,11887,0
11,13,Boz Meryem ,O,0,0,0,0,,TUR,BLOCK,2,21,11887,0
12,18,Gunes Zehra ,MB,0,0,0,0,,TUR,BLOCK,2,21,11887,0
13,99,Karakurt Ebrar ,O,0,0,0,0,,TUR,BLOCK,2,21,11887,0
0,99,Karakurt Ebrar ,O,1,3,0,4,-50.00,TUR,BLOCK,3,25,11887,1
1,2,Akoz Simge Sebnem ,L,0,0,0,0,,TUR,BLOCK,3,25,11887,1
2,3,Özbay Cansu ,S,0,0,0,0,,TUR,BLOCK,3,25,11887,1
3,4,Ivegin Tugba ,OH,0,1,0,1,-100.00,TUR,BLOCK,3,25,11887,1
4,5,Ercan Seyma ,OH,0,0,0,0,,TUR,BLOCK,3,25,11887,1
5,6,Akman Kubra ,MB,0,1,1,2,-50.00,TUR,BLOCK,3,25,11887,1
6,7,Baladin Hande ,OH,0,1,1,2,-50.00,TUR,BLOCK,3,25,11887,1
7,9,Diken Meliha ,O,0,0,1,1,0.00,TUR,BLOCK,3,25,11887,1
8,10,Aykac Altıntaş Ayca ,L,0,0,0,0,,TUR,BLOCK,3,25,11887,1
9,11,Aydemir Akyol Naz ,S,0,1,0,1,-100.00,TUR,BLOCK,3,25,11887,1
10,13,Boz Meryem ,O,0,0,0,0,,TUR,BLOCK,3,25,11887,1
11,14,Erdem Dündar Eda (C),MB,0,2,0,2,-100.00,TUR,BLOCK,3,25,11887,1
12,18,Gunes Zehra ,MB,0,0,0,0,,TUR,BLOCK,3,25,11887,1
13,19,Kalac Asli ,MB,0,0,0,0,,TUR,BLOCK,3,25,11887,1
0,2,Akoz Simge Sebnem ,L,0,0,0,0,,TUR,BLOCK,4,17,11887,0
1,3,Özbay Cansu ,S,0,0,0,0,,TUR,BLOCK,4,17,11887,0
2,4,Ivegin Tugba ,OH,0,0,0,0,,TUR,BLOCK,4,17,11887,0
3,5,Ercan Seyma ,OH,0,0,0,0,,TUR,BLOCK,4,17,11887,0
4,6,Akman Kubra ,MB,0,1,0,1,-100.00,TUR,BLOCK,4,17,11887,0
5,7,Baladin Hande ,OH,0,0,0,0,,TUR,BLOCK,4,17,11887,0
6,9,Diken Meliha ,O,0,1,0,1,-100.00,TUR,BLOCK,4,17,11887,0
7,10,Aykac Altıntaş Ayca ,L,0,0,0,0,,TUR,BLOCK,4,17,11887,0
8,11,Aydemir Akyol Naz ,S,0,0,0,0,,TUR,BLOCK,4,17,11887,0
9,13,Boz Meryem ,O,0,1,0,1,-100.00,TUR,BLOCK,4,17,11887,0
10,14,Erdem Dündar Eda (C),MB,0,0,0,0,,TUR,BLOCK,4,17,11887,0
11,18,Gunes Zehra ,MB,0,0,0,0,,TUR,BLOCK,4,17,11887,0
12,19,Kalac Asli ,MB,0,0,0,0,,TUR,BLOCK,4,17,11887,0
13,99,Karakurt Ebrar ,O,0,1,0,1,-100.00,TUR,BLOCK,4,17,11887,0
0,21,Martinez Jineiry ,MB,6,2,0,8,50.00,DOM,BLOCK,0,0,11887,
1,1,Vargas Valdez Annerys Victoria ,MB,1,5,1,7,-57.14,DOM,BLOCK,0,0,11887,
2,16,Peña Isabel Yonkaira Paola ,OH,1,0,2,3,33.33,DOM,BLOCK,0,0,11887,
